# Trayectoria 2R - Referencias angulares
# Generado: 2025-11-01 23:38:14
# theta1: ángulo eslabón 1 desde horizontal [rad]
# theta2: ángulo relativo eslabón 2 [rad]
time_s,theta1_rad,theta2_rad
14.366667,-0.657603,2.341204
14.383333,-0.661823,2.337749
14.400000,-0.665768,2.334090
14.416667,-0.669423,2.330230
14.433333,-0.672776,2.326172
14.450000,-0.675813,2.321921
14.466667,-0.678522,2.317482
14.483333,-0.680894,2.312863
14.500000,-0.682919,2.308070
14.516667,-0.684591,2.303115
14.533333,-0.685902,2.298008
14.550000,-0.686854,2.292760
14.566667,-0.687442,2.287385
14.583333,-0.687671,2.281895
14.600000,-0.687544,2.276306
14.616667,-0.687067,2.270631
14.633333,-0.686248,2.264885
14.650000,-0.685099,2.259083
14.666667,-0.683632,2.253238
14.683333,-0.681859,2.247363
14.700000,-0.679796,2.241472
14.716667,-0.677457,2.235576
14.733333,-0.674858,2.229685
14.750000,-0.672015,2.223809
14.766667,-0.668945,2.217958
14.783333,-0.665661,2.212138
14.800000,-0.662179,2.206356
14.816667,-0.658514,2.200618
14.833333,-0.654681,2.194929
14.850000,-0.650691,2.189293
14.866667,-0.646557,2.183713
14.883333,-0.642292,2.178191
14.900000,-0.637906,2.172730
14.916667,-0.633409,2.167331
14.933333,-0.628811,2.161996
14.950000,-0.624120,2.156724
14.966667,-0.619345,2.151517
14.983333,-0.614494,2.146374
15.000000,-0.609572,2.141294
15.016667,-0.604587,2.136279
15.033333,-0.599545,2.131326
15.050000,-0.594450,2.126435
15.066667,-0.589308,2.121605
15.083333,-0.584124,2.116836
15.100000,-0.578901,2.112126
15.116667,-0.573643,2.107473
15.133333,-0.568355,2.102877
15.150000,-0.563039,2.098336
15.166667,-0.557698,2.093849
15.183333,-0.552335,2.089415
15.200000,-0.546952,2.085031
15.216667,-0.541553,2.080697
15.233333,-0.536139,2.076411
15.250000,-0.530712,2.072171
15.266667,-0.525274,2.067976
15.283333,-0.519826,2.063824
15.300000,-0.514371,2.059713
15.316667,-0.508909,2.055642
15.333333,-0.503443,2.051608
15.350000,-0.497973,2.047610
15.366667,-0.492500,2.043646
15.383333,-0.487026,2.039713
15.400000,-0.481551,2.035810
15.416667,-0.476077,2.031934
15.433333,-0.470605,2.028083
15.450000,-0.465134,2.024253
15.466667,-0.459667,2.020442
15.483333,-0.454204,2.016646
15.500000,-0.448745,2.012862
15.516667,-0.443292,2.009087
15.533333,-0.437845,2.005315
15.550000,-0.432405,2.001542
15.566667,-0.426973,1.997761
15.583333,-0.421550,1.993968
15.600000,-0.416137,1.990154
15.616667,-0.410736,1.986311
15.633333,-0.405348,1.982429
15.650000,-0.399975,1.978497
15.666667,-0.394620,1.974501
15.683333,-0.389287,1.970426
15.700000,-0.383982,1.966251
15.716667,-0.378713,1.961955
15.733333,-0.373489,1.957511
15.750000,-0.368327,1.952890
15.766667,-0.363251,1.948055
15.783333,-0.358294,1.942974
15.800000,-0.353503,1.937615
15.816667,-0.348939,1.931960
15.833333,-0.344676,1.926017
15.850000,-0.340787,1.919826
15.866667,-0.337324,1.913457
15.883333,-0.334302,1.906991
15.900000,-0.331696,1.900499
15.916667,-0.329457,1.894028
15.933333,-0.327524,1.887604
15.950000,-0.325835,1.881233
15.966667,-0.324336,1.874914
15.983333,-0.322982,1.868640
16.000000,-0.321734,1.862400
16.016667,-0.320563,1.856186
16.033333,-0.319443,1.849987
16.050000,-0.318353,1.843795
16.066667,-0.317277,1.837603
16.083333,-0.316201,1.831405
16.100000,-0.315114,1.825194
16.116667,-0.314006,1.818966
16.133333,-0.312868,1.812716
16.150000,-0.311695,1.806442
16.166667,-0.310479,1.800140
16.183333,-0.309217,1.793807
16.200000,-0.307902,1.787441
16.216667,-0.306532,1.781041
16.233333,-0.305103,1.774605
16.250000,-0.303612,1.768131
16.266667,-0.302056,1.761618
16.283333,-0.300433,1.755066
16.300000,-0.298740,1.748473
16.316667,-0.296976,1.741840
16.333333,-0.295138,1.735165
16.350000,-0.293226,1.728449
16.366667,-0.291236,1.721691
16.383333,-0.289169,1.714891
16.400000,-0.287022,1.708050
16.416667,-0.284795,1.701168
16.433333,-0.282485,1.694246
16.450000,-0.280093,1.687283
16.466667,-0.277617,1.680281
16.483333,-0.275056,1.673240
16.500000,-0.272409,1.666161
16.516667,-0.269675,1.659046
16.533333,-0.266854,1.651895
16.550000,-0.263944,1.644711
16.566667,-0.260945,1.637495
16.583333,-0.257858,1.630249
16.600000,-0.254679,1.622974
16.616667,-0.251410,1.615674
16.633333,-0.248049,1.608351
16.650000,-0.244598,1.601008
16.666667,-0.241054,1.593648
16.683333,-0.237419,1.586275
16.700000,-0.233692,1.578894
16.716667,-0.229874,1.571507
16.733333,-0.225965,1.564122
16.750000,-0.221965,1.556742
16.766667,-0.217876,1.549375
16.783333,-0.213698,1.542027
16.800000,-0.209433,1.534705
16.816667,-0.205083,1.527417
16.833333,-0.200650,1.520173
16.850000,-0.196136,1.512983
16.866667,-0.191546,1.505856
16.883333,-0.186882,1.498805
16.900000,-0.182149,1.491842
16.916667,-0.177352,1.484980
16.933333,-0.172497,1.478234
16.950000,-0.167590,1.471618
16.966667,-0.162639,1.465148
16.983333,-0.157652,1.458843
17.000000,-0.152637,1.452717
17.016667,-0.147605,1.446788
17.033333,-0.142565,1.441074
17.050000,-0.137528,1.435592
17.066667,-0.132506,1.430359
17.083333,-0.127510,1.425391
17.100000,-0.122552,1.420701
17.116667,-0.116900,1.415660
17.133333,-0.112062,1.411613
17.150000,-0.107297,1.407882
17.166667,-0.102614,1.404472
17.183333,-0.098024,1.401390
17.200000,-0.093533,1.398635
17.216667,-0.089150,1.396213
17.233333,-0.084879,1.394118
17.250000,-0.080726,1.392349
17.266667,-0.076695,1.390901
17.283333,-0.072787,1.389766
17.300000,-0.069006,1.388939
17.316667,-0.065351,1.388409
17.333333,-0.061822,1.388168
17.350000,-0.058419,1.388206
17.366667,-0.055140,1.388512
17.383333,-0.051984,1.389076
17.400000,-0.048948,1.389887
17.416667,-0.046030,1.390935
17.433333,-0.043226,1.392210
17.450000,-0.040534,1.393699
17.466667,-0.037951,1.395396
17.483333,-0.035473,1.397289
17.500000,-0.033097,1.399368
17.516667,-0.030819,1.401625
17.533333,-0.028636,1.404051
17.550000,-0.026544,1.406637
17.566667,-0.024541,1.409377
17.583333,-0.022623,1.412260
17.600000,-0.020787,1.415282
17.616667,-0.019029,1.418434
17.633333,-0.017347,1.421710
17.650000,-0.015737,1.425104
17.666667,-0.014196,1.428609
17.683333,-0.012723,1.432220
17.700000,-0.011313,1.435930
17.716667,-0.009964,1.439736
17.733333,-0.008674,1.443632
17.750000,-0.007439,1.447612
17.766667,-0.006258,1.451673
17.783333,-0.005127,1.455808
17.800000,-0.004044,1.460016
17.816667,-0.003007,1.464290
17.833333,-0.002014,1.468627
17.850000,-0.001061,1.473024
17.866667,-0.000146,1.477475
17.883333,0.000732,1.481978
17.900000,0.001577,1.486528
17.916667,0.002391,1.491122
17.933333,0.003177,1.495756
17.950000,0.003937,1.500425
17.966667,0.004674,1.505128
17.983333,0.005391,1.509858
18.000000,0.006092,1.514613
18.016667,0.006779,1.519387
18.033333,0.007457,1.524178
18.050000,0.008128,1.528979
18.066667,0.008798,1.533785
18.083333,0.009471,1.538591
18.100000,0.010153,1.543390
18.116667,0.010849,1.548176
18.133333,0.011567,1.552940
18.150000,0.012315,1.557672
18.166667,0.013102,1.562363
18.183333,0.013938,1.566997
18.200000,0.014838,1.571561
18.216667,0.015816,1.576034
18.233333,0.016893,1.580392
18.250000,0.018089,1.584606
18.266667,0.019434,1.588635
18.283333,0.020960,1.592432
18.300000,0.022709,1.595933
18.316667,0.024726,1.599058
18.333333,0.027063,1.601709
18.350000,0.029768,1.603772
18.366667,0.032877,1.605129
18.383333,0.036398,1.605686
18.400000,0.040304,1.605397
18.416667,0.044534,1.604287
18.433333,0.049014,1.602438
18.450000,0.053671,1.599962
18.466667,0.058448,1.596977
18.483333,0.063303,1.593586
18.500000,0.068208,1.589877
18.516667,0.073145,1.585915
18.533333,0.078103,1.581756
18.550000,0.083073,1.577440
18.566667,0.088052,1.573001
18.583333,0.093035,1.568464
18.600000,0.098022,1.563850
18.616667,0.103012,1.559176
18.633333,0.108002,1.554456
18.650000,0.112994,1.549701
18.666667,0.117986,1.544921
18.683333,0.122978,1.540125
18.700000,0.127969,1.535321
18.716667,0.132960,1.530514
18.733333,0.137950,1.525711
18.750000,0.142939,1.520917
18.766667,0.147926,1.516137
18.783333,0.152910,1.511375
18.800000,0.157892,1.506636
18.816667,0.162870,1.501925
18.833333,0.167845,1.497244
18.850000,0.172814,1.492598
18.866667,0.177778,1.487991
18.883333,0.182735,1.483427
18.900000,0.187686,1.478908
18.916667,0.192627,1.474440
18.933333,0.197560,1.470026
18.950000,0.202482,1.465670
18.966667,0.207392,1.461374
18.983333,0.212289,1.457145
19.000000,0.217172,1.452986
19.016667,0.222039,1.448901
19.033333,0.226888,1.444895
19.050000,0.231718,1.440971
19.066667,0.236527,1.437137
19.083333,0.241312,1.433395
19.100000,0.246073,1.429751
19.116667,0.250805,1.426212
19.133333,0.255508,1.422782
19.150000,0.260178,1.419468
19.166667,0.264813,1.416275
19.183333,0.269410,1.413211
19.200000,0.273964,1.410282
19.216667,0.278474,1.407496
19.233333,0.282935,1.404860
19.250000,0.287343,1.402382
19.266667,0.291695,1.400070
19.283333,0.295984,1.397933
19.300000,0.300208,1.395980
19.316667,0.304360,1.394220
19.333333,0.308435,1.392662
19.350000,0.312427,1.391318
19.366667,0.316330,1.390197
19.383333,0.320137,1.389309
19.400000,0.323841,1.388665
19.416667,0.327436,1.388275
19.433333,0.330912,1.388150
19.450000,0.334263,1.388301
19.466667,0.337481,1.388737
19.483333,0.340555,1.389469
19.500000,0.343479,1.390505
19.516667,0.346244,1.391852
19.533333,0.348841,1.393517
19.550000,0.351262,1.395508
19.566667,0.353500,1.397825
19.583333,0.355547,1.400474
19.600000,0.357396,1.403451
19.616667,0.359042,1.406758
19.633333,0.360482,1.410386
19.650000,0.361708,1.414334
19.666667,0.362723,1.418588
19.683333,0.363522,1.423142
19.700000,0.364107,1.427981
19.716667,0.364478,1.433091
19.733333,0.364640,1.438457
19.750000,0.364595,1.444064
19.766667,0.364348,1.449893
19.783333,0.363904,1.455928
19.800000,0.363271,1.462151
19.816667,0.362453,1.468546
19.833333,0.361459,1.475095
19.850000,0.360295,1.481781
19.866667,0.358970,1.488590
19.883333,0.357490,1.495507
19.900000,0.355863,1.502519
19.916667,0.354096,1.509611
19.933333,0.352196,1.516773
19.950000,0.350169,1.523993
19.966667,0.348022,1.531261
19.983333,0.345761,1.538568
20.000000,0.343392,1.545904
20.016667,0.340921,1.553263
20.033333,0.338352,1.560638
20.050000,0.335691,1.568022
20.066667,0.332942,1.575408
20.083333,0.330109,1.582793
20.100000,0.327196,1.590170
20.116667,0.324208,1.597537
20.133333,0.321147,1.604888
20.150000,0.318017,1.612221
20.166667,0.314822,1.619532
20.183333,0.311563,1.626819
20.200000,0.308244,1.634079
20.216667,0.304867,1.641310
20.233333,0.301435,1.648509
20.250000,0.297950,1.655676
20.266667,0.294413,1.662808
20.283333,0.290828,1.669904
20.300000,0.287196,1.676963
20.316667,0.283518,1.683983
20.333333,0.279798,1.690965
20.350000,0.276035,1.697907
20.366667,0.272232,1.704808
20.383333,0.268390,1.711668
20.400000,0.264511,1.718487
20.416667,0.260596,1.725265
20.433333,0.256647,1.732001
20.450000,0.252665,1.738695
20.466667,0.248651,1.745348
20.483333,0.244608,1.751960
20.500000,0.240536,1.758531
20.516667,0.236437,1.765062
20.533333,0.232313,1.771554
20.550000,0.228166,1.778008
20.566667,0.223996,1.784426
20.583333,0.219807,1.790807
20.600000,0.215600,1.797155
20.616667,0.211378,1.803472
20.633333,0.207143,1.809759
20.650000,0.202899,1.816019
20.666667,0.198649,1.822257
20.683333,0.194397,1.828476
20.700000,0.190149,1.834679
20.716667,0.185911,1.840874
20.733333,0.181689,1.847064
20.750000,0.177494,1.853259
20.766667,0.173338,1.859465
20.783333,0.169235,1.865692
20.800000,0.165205,1.871949
20.816667,0.161275,1.878245
20.833333,0.157480,1.884591
20.850000,0.153865,1.890990
20.866667,0.150491,1.897441
20.883333,0.147434,1.903927
20.900000,0.144782,1.910413
20.916667,0.142625,1.916838
20.933333,0.141033,1.923123
20.950000,0.140034,1.929190
20.966667,0.139609,1.934984
20.983333,0.139702,1.940481
21.000000,0.140235,1.945690
21.016667,0.141134,1.950637
21.033333,0.142328,1.955355
21.050000,0.143761,1.959878
21.066667,0.145386,1.964240
21.083333,0.147166,1.968469
21.100000,0.149072,1.972589
21.116667,0.151080,1.976621
21.133333,0.153171,1.980581
21.150000,0.155329,1.984485
21.166667,0.157542,1.988345
21.183333,0.159798,1.992171
21.200000,0.162089,1.995973
21.216667,0.164407,1.999759
21.233333,0.166746,2.003535
21.250000,0.169098,2.007307
21.266667,0.171461,2.011080
21.283333,0.173828,2.014859
21.300000,0.176197,2.018649
21.316667,0.178562,2.022452
21.333333,0.180921,2.026273
21.350000,0.183271,2.030114
21.366667,0.185608,2.033978
21.383333,0.187929,2.037868
21.400000,0.190232,2.041786
21.416667,0.192515,2.045735
21.433333,0.194774,2.049717
21.450000,0.197006,2.053733
21.466667,0.199210,2.057787
21.483333,0.201383,2.061879
21.500000,0.203522,2.066011
21.516667,0.205624,2.070186
21.533333,0.207686,2.074405
21.550000,0.209706,2.078669
21.566667,0.211681,2.082980
21.583333,0.213608,2.087340
21.600000,0.215483,2.091750
21.616667,0.217304,2.096212
21.633333,0.219066,2.100727
21.650000,0.220767,2.105297
21.666667,0.222402,2.109923
21.683333,0.223967,2.114606
21.700000,0.225458,2.119347
21.716667,0.226871,2.124148
21.733333,0.228200,2.129010
21.750000,0.229442,2.133933
21.766667,0.230589,2.138920
21.783333,0.231638,2.143969
21.800000,0.232580,2.149082
21.816667,0.233411,2.154259
21.833333,0.234124,2.159500
21.850000,0.234711,2.164806
21.866667,0.235165,2.170175
21.883333,0.235479,2.175606
21.900000,0.235644,2.181099
21.916667,0.235651,2.186652
21.933333,0.235491,2.192262
21.950000,0.235156,2.197927
21.966667,0.234635,2.203642
21.983333,0.233920,2.209404
22.000000,0.233001,2.215207
22.016667,0.231867,2.221044
22.033333,0.230511,2.226910
22.050000,0.228922,2.232794
22.066667,0.227092,2.238689
22.083333,0.225013,2.244585
22.100000,0.222678,2.250469
22.116667,0.220081,2.256329
22.133333,0.217219,2.262153
22.150000,0.214086,2.267928
22.166667,0.210684,2.273638
22.183333,0.207011,2.279269
22.200000,0.203070,2.284808
22.216667,0.198865,2.290239
22.233333,0.194401,2.295548
22.250000,0.189688,2.300723
22.266667,0.184732,2.305751
22.283333,0.179546,2.310622
22.300000,0.171042,2.317865
22.316667,0.165320,2.322288
22.333333,0.159412,2.326523
22.350000,0.153333,2.330565
22.366667,0.147095,2.334407
22.383333,0.140714,2.338049
22.400000,0.134203,2.341487
22.416667,0.127576,2.344720
22.433333,0.120847,2.347748
22.450000,0.114028,2.350571
22.466667,0.107131,2.353191
22.483333,0.100170,2.355608
22.500000,0.093154,2.357824
22.516667,0.086096,2.359844
22.533333,0.079005,2.361668
22.550000,0.071892,2.363300
22.566667,0.064765,2.364744
22.583333,0.057634,2.366002
22.600000,0.050507,2.367079
22.616667,0.043391,2.367977
22.633333,0.036295,2.368701
22.650000,0.029224,2.369254
22.666667,0.022187,2.369641
22.683333,0.015188,2.369864
22.700000,0.008234,2.369928
22.716667,0.001330,2.369836
22.733333,-0.005520,2.369592
22.750000,-0.012310,2.369201
22.766667,-0.019035,2.368664
22.783333,-0.025693,2.367988
22.800000,-0.032279,2.367174
22.816667,-0.038790,2.366226
22.833333,-0.045224,2.365148
22.850000,-0.051576,2.363944
22.866667,-0.057845,2.362618
22.883333,-0.064029,2.361172
22.900000,-0.070126,2.359610
22.916667,-0.076133,2.357936
22.933333,-0.082051,2.356152
22.950000,-0.087877,2.354264
22.966667,-0.093611,2.352274
22.983333,-0.099253,2.350186
23.000000,-0.104803,2.348003
23.016667,-0.110260,2.345728
23.033333,-0.115625,2.343367
23.050000,-0.120900,2.340922
23.066667,-0.126086,2.338398
23.083333,-0.131184,2.335798
23.100000,-0.136196,2.333128
23.116667,-0.141126,2.330390
23.133333,-0.145976,2.327591
23.150000,-0.150751,2.324736
23.166667,-0.155455,2.321829
23.183333,-0.160094,2.318879
23.200000,-0.164675,2.315891
23.216667,-0.169204,2.312873
23.233333,-0.173693,2.309836
23.250000,-0.178151,2.306789
23.266667,-0.182591,2.303744
23.283333,-0.187030,2.300719
23.300000,-0.191486,2.297730
23.316667,-0.195981,2.294800
23.333333,-0.200543,2.291960
23.350000,-0.205203,2.289244
23.366667,-0.209999,2.286699
23.383333,-0.214973,2.284385
23.400000,-0.220166,2.282373
23.416667,-0.225620,2.280750
23.433333,-0.231357,2.279606
23.450000,-0.237374,2.279023
23.466667,-0.243635,2.279050
23.483333,-0.250074,2.279682
23.500000,-0.256620,2.280870
23.516667,-0.263214,2.282530
23.533333,-0.269815,2.284570
23.550000,-0.276404,2.286907
23.566667,-0.282971,2.289468
23.583333,-0.289518,2.292196
23.600000,-0.296048,2.295045
23.616667,-0.302568,2.297980
23.633333,-0.309085,2.300973
23.650000,-0.315604,2.304001
23.666667,-0.322131,2.307046
23.683333,-0.328672,2.310093
23.700000,-0.335230,2.313129
23.716667,-0.341810,2.316145
23.733333,-0.348415,2.319130
23.750000,-0.355046,2.322077
23.766667,-0.361707,2.324979
23.783333,-0.368398,2.327830
23.800000,-0.375121,2.330624
23.816667,-0.381876,2.333356
23.833333,-0.388664,2.336021
23.850000,-0.395485,2.338614
23.866667,-0.402339,2.341132
23.883333,-0.409225,2.343570
23.900000,-0.416141,2.345924
23.916667,-0.423088,2.348191
23.933333,-0.430064,2.350366
23.950000,-0.437067,2.352446
23.966667,-0.444094,2.354428
23.983333,-0.451144,2.356307
24.000000,-0.458214,2.358081
24.016667,-0.465301,2.359746
24.033333,-0.472403,2.361298
24.050000,-0.479515,2.362734
24.066667,-0.486634,2.364051
24.083333,-0.493756,2.365244
24.100000,-0.500877,2.366311
24.116667,-0.507991,2.367247
24.133333,-0.515095,2.368050
24.150000,-0.522182,2.368716
24.166667,-0.529246,2.369239
24.183333,-0.536282,2.369619
24.200000,-0.543282,2.369850
24.216667,-0.550241,2.369929
24.233333,-0.557150,2.369852
24.250000,-0.564002,2.369615
24.266667,-0.570789,2.369214
24.283333,-0.577501,2.368647
24.300000,-0.584129,2.367908
24.316667,-0.590665,2.366995
24.333333,-0.597096,2.365903
24.350000,-0.603414,2.364629
24.366667,-0.609606,2.363170
24.383333,-0.615661,2.361521
24.400000,-0.621567,2.359681
24.416667,-0.627311,2.357645
24.433333,-0.632879,2.355411
24.450000,-0.638258,2.352977
24.466667,-0.643434,2.350340
24.483333,-0.648394,2.347500
24.500000,-0.653121,2.344455
24.516667,-0.657603,2.341204
24.533333,-0.661823,2.337749
24.550000,-0.665768,2.334090
24.566667,-0.669423,2.330230
24.583333,-0.672776,2.326172
24.600000,-0.675813,2.321921
24.616667,-0.678522,2.317482
24.633333,-0.680894,2.312863
24.650000,-0.682919,2.308070
24.666667,-0.684591,2.303115
24.683333,-0.685902,2.298008
24.700000,-0.686854,2.292760
24.716667,-0.687442,2.287385
24.733333,-0.687671,2.281895
24.750000,-0.687544,2.276306
24.766667,-0.687067,2.270631
24.783333,-0.686248,2.264885
24.800000,-0.685099,2.259083
24.816667,-0.683632,2.253238
24.833333,-0.681859,2.247363
24.850000,-0.679796,2.241472
24.866667,-0.677457,2.235576
24.883333,-0.674858,2.229685
24.900000,-0.672015,2.223809
24.916667,-0.668945,2.217958
24.933333,-0.665661,2.212138
24.950000,-0.662179,2.206356
24.966667,-0.658514,2.200618
24.983333,-0.654681,2.194929
25.000000,-0.650691,2.189293
25.016667,-0.646557,2.183713
25.033333,-0.642292,2.178191
25.050000,-0.637906,2.172730
25.066667,-0.633409,2.167331
25.083333,-0.628811,2.161996
25.100000,-0.624120,2.156724
25.116667,-0.619345,2.151517
25.133333,-0.614494,2.146374
25.150000,-0.609572,2.141294
25.166667,-0.604587,2.136279
25.183333,-0.599545,2.131326
25.200000,-0.594450,2.126435
25.216667,-0.589308,2.121605
25.233333,-0.584124,2.116836
25.250000,-0.578901,2.112126
25.266667,-0.573643,2.107473
25.283333,-0.568355,2.102877
25.300000,-0.563039,2.098336
25.316667,-0.557698,2.093849
25.333333,-0.552335,2.089415
25.350000,-0.546952,2.085031
25.366667,-0.541553,2.080697
25.383333,-0.536139,2.076411
25.400000,-0.530712,2.072171
25.416667,-0.525274,2.067976
25.433333,-0.519826,2.063824
25.450000,-0.514371,2.059713
25.466667,-0.508909,2.055642
25.483333,-0.503443,2.051608
25.500000,-0.497973,2.047610
25.516667,-0.492500,2.043646
25.533333,-0.487026,2.039713
25.550000,-0.481551,2.035810
25.566667,-0.476077,2.031934
25.583333,-0.470605,2.028083
25.600000,-0.465134,2.024253
25.616667,-0.459667,2.020442
25.633333,-0.454204,2.016646
25.650000,-0.448745,2.012862
25.666667,-0.443292,2.009087
25.683333,-0.437845,2.005315
25.700000,-0.432405,2.001542
25.716667,-0.426973,1.997761
25.733333,-0.421550,1.993968
25.750000,-0.416137,1.990154
25.766667,-0.410736,1.986311
25.783333,-0.405348,1.982429
25.800000,-0.399975,1.978497
25.816667,-0.394620,1.974501
25.833333,-0.389287,1.970426
25.850000,-0.383982,1.966251
25.866667,-0.378713,1.961955
25.883333,-0.373489,1.957511
25.900000,-0.368327,1.952890
25.916667,-0.363251,1.948055
25.933333,-0.358294,1.942974
25.950000,-0.353503,1.937615
25.966667,-0.348939,1.931960
25.983333,-0.344676,1.926017
26.000000,-0.340787,1.919826
26.016667,-0.337324,1.913457
26.033333,-0.334302,1.906991
26.050000,-0.331696,1.900499
26.066667,-0.329457,1.894028
26.083333,-0.327524,1.887604
26.100000,-0.325835,1.881233
26.116667,-0.324336,1.874914
26.133333,-0.322982,1.868640
26.150000,-0.321734,1.862400
26.166667,-0.320563,1.856186
26.183333,-0.319443,1.849987
26.200000,-0.318353,1.843795
26.216667,-0.317277,1.837603
26.233333,-0.316201,1.831405
26.250000,-0.315114,1.825194
26.266667,-0.314006,1.818966
26.283333,-0.312868,1.812716
26.300000,-0.311695,1.806442
26.316667,-0.310479,1.800140
26.333333,-0.309217,1.793807
26.350000,-0.307902,1.787441
26.366667,-0.306532,1.781041
26.383333,-0.305103,1.774605
26.400000,-0.303612,1.768131
26.416667,-0.302056,1.761618
26.433333,-0.300433,1.755066
26.450000,-0.298740,1.748473
26.466667,-0.296976,1.741840
26.483333,-0.295138,1.735165
26.500000,-0.293226,1.728449
26.516667,-0.291236,1.721691
26.533333,-0.289169,1.714891
26.550000,-0.287022,1.708050
26.566667,-0.284795,1.701168
26.583333,-0.282485,1.694246
26.600000,-0.280093,1.687283
26.616667,-0.277617,1.680281
26.633333,-0.275056,1.673240
26.650000,-0.272409,1.666161
26.666667,-0.269675,1.659046
26.683333,-0.266854,1.651895
26.700000,-0.263944,1.644711
26.716667,-0.260945,1.637495
26.733333,-0.257858,1.630249
26.750000,-0.254679,1.622974
26.766667,-0.251410,1.615674
26.783333,-0.248049,1.608351
26.800000,-0.244598,1.601008
26.816667,-0.241054,1.593648
26.833333,-0.237419,1.586275
26.850000,-0.233692,1.578894
26.866667,-0.229874,1.571507
26.883333,-0.225965,1.564122
26.900000,-0.221965,1.556742
26.916667,-0.217876,1.549375
26.933333,-0.213698,1.542027
26.950000,-0.209433,1.534705
26.966667,-0.205083,1.527417
26.983333,-0.200650,1.520173
27.000000,-0.196136,1.512983
27.016667,-0.191546,1.505856
27.033333,-0.186882,1.498805
27.050000,-0.182149,1.491842
27.066667,-0.177352,1.484980
27.083333,-0.172497,1.478234
27.100000,-0.167590,1.471618
27.116667,-0.162639,1.465148
27.133333,-0.157652,1.458843
27.150000,-0.152637,1.452717
27.166667,-0.147605,1.446788
27.183333,-0.142565,1.441074
27.200000,-0.137528,1.435592
27.216667,-0.132506,1.430359
27.233333,-0.127510,1.425391
27.250000,-0.122552,1.420701
27.266667,-0.116900,1.415660
27.283333,-0.112062,1.411613
27.300000,-0.107297,1.407882
27.316667,-0.102614,1.404472
27.333333,-0.098024,1.401390
27.350000,-0.093533,1.398635
27.366667,-0.089150,1.396213
27.383333,-0.084879,1.394118
27.400000,-0.080726,1.392349
27.416667,-0.076695,1.390901
27.433333,-0.072787,1.389766
27.450000,-0.069006,1.388939
27.466667,-0.065351,1.388409
27.483333,-0.061822,1.388168
27.500000,-0.058419,1.388206
27.516667,-0.055140,1.388512
27.533333,-0.051984,1.389076
27.550000,-0.048948,1.389887
27.566667,-0.046030,1.390935
27.583333,-0.043226,1.392210
27.600000,-0.040534,1.393699
27.616667,-0.037951,1.395396
27.633333,-0.035473,1.397289
27.650000,-0.033097,1.399368
27.666667,-0.030819,1.401625
27.683333,-0.028636,1.404051
27.700000,-0.026544,1.406637
27.716667,-0.024541,1.409377
27.733333,-0.022623,1.412260
27.750000,-0.020787,1.415282
27.766667,-0.019029,1.418434
27.783333,-0.017347,1.421710
27.800000,-0.015737,1.425104
27.816667,-0.014196,1.428609
27.833333,-0.012723,1.432220
27.850000,-0.011313,1.435930
27.866667,-0.009964,1.439736
27.883333,-0.008674,1.443632
27.900000,-0.007439,1.447612
27.916667,-0.006258,1.451673
27.933333,-0.005127,1.455808
27.950000,-0.004044,1.460016
27.966667,-0.003007,1.464290
27.983333,-0.002014,1.468627
28.000000,-0.001061,1.473024
28.016667,-0.000146,1.477475
28.033333,0.000732,1.481978
28.050000,0.001577,1.486528
28.066667,0.002391,1.491122
28.083333,0.003177,1.495756
28.100000,0.003937,1.500425
28.116667,0.004674,1.505128
28.133333,0.005391,1.509858
28.150000,0.006092,1.514613
28.166667,0.006779,1.519387
28.183333,0.007457,1.524178
28.200000,0.008128,1.528979
28.216667,0.008798,1.533785
28.233333,0.009471,1.538591
28.250000,0.010153,1.543390
28.266667,0.010849,1.548176
28.283333,0.011567,1.552940
28.300000,0.012315,1.557672
28.316667,0.013102,1.562363
28.333333,0.013938,1.566997
28.350000,0.014838,1.571561
28.366667,0.015816,1.576034
28.383333,0.016893,1.580392
28.400000,0.018089,1.584606
28.416667,0.019434,1.588635
28.433333,0.020960,1.592432
28.450000,0.022709,1.595933
28.466667,0.024726,1.599058
28.483333,0.027063,1.601709
28.500000,0.029768,1.603772
28.516667,0.032877,1.605129
28.533333,0.036398,1.605686
28.550000,0.040304,1.605397
28.566667,0.044534,1.604287
28.583333,0.049014,1.602438
28.600000,0.053671,1.599962
28.616667,0.058448,1.596977
28.633333,0.063303,1.593586
28.650000,0.068208,1.589877
28.666667,0.073145,1.585915
28.683333,0.078103,1.581756
28.700000,0.083073,1.577440
28.716667,0.088052,1.573001
28.733333,0.093035,1.568464
28.750000,0.098022,1.563850
28.766667,0.103012,1.559176
28.783333,0.108002,1.554456
28.800000,0.112994,1.549701
28.816667,0.117986,1.544921
28.833333,0.122978,1.540125
28.850000,0.127969,1.535321
28.866667,0.132960,1.530514
28.883333,0.137950,1.525711
28.900000,0.142939,1.520917
28.916667,0.147926,1.516137
28.933333,0.152910,1.511375
28.950000,0.157892,1.506636
28.966667,0.162870,1.501925
28.983333,0.167845,1.497244
29.000000,0.172814,1.492598
29.016667,0.177778,1.487991
29.033333,0.182735,1.483427
29.050000,0.187686,1.478908
29.066667,0.192627,1.474440
29.083333,0.197560,1.470026
29.100000,0.202482,1.465670
29.116667,0.207392,1.461374
29.133333,0.212289,1.457145
29.150000,0.217172,1.452986
29.166667,0.222039,1.448901
29.183333,0.226888,1.444895
